TOKEN_ID,TOKEN_NAME,Background,Race,Eyes,Eye Color,Shirt,Hair,Neck,Drip Score,Core,Drip Grade,Number,Face Decoration,Hat,Glasses,Necklace,Earring
2842,Milady 2842,sonora,pink,dilated,blue,im cute im punk shirt,bowl brown,,34,lolita-gyaru,b-drip,2842,crescent tattoo,goth headband,,,cherry earring
2843,Milady 2843,sunset,pink,closed,blue,tie dye shirt,tuft dark,,29,harajuku-gyaru,c-drip,2843,,trucker oasis,,,burger earring
2844,Milady 2844,harajuku,pink,sparkle,green,mwo shirt,og frosted blonde,,36,gyaru,a-drip,2844,,trucker im so,,,
2845,Milady 2845,casino,black,dilated,grey,meedles tracksuit,og black,,38,hypebeast-gyaru,a-drip,2845,,trucker anime,round glasses,,chrome cross
2846,Milady 2846,clouds,pink,sparkle,aqua,cactus shirt,braid purple,,29,gyaru,c-drip,2846,,,,,
2847,Milady 2847,bushland,pink,dilated,brown,super lover shirt,og blonde,,15,gyaru,normal,2847,,,,,
2848,Milady 2848,nagano,pink,smug,blue,hikki condition shirt,og orange,,30,gyaru,b-drip,2848,,,mottega sunglasses yellow,,
2849,Milady 2849,mountain,clay,sleepy,green,blue ribbon tank,bowl blue,,16,gyaru,normal,2849,,,,,
2850,Milady 2850,bushland,pink,sleepy,green,green blazer,bowl black,,25,lolita-prep,normal,2850,,maid hat,mottega sunglasses yellow,,
2851,Milady 2851,sonora,clay,sleepy,green,active dissident shirt,short green,,21,gyaru,normal,2851,,,,,
2852,Milady 2852,mountain,tan,sparkle,blue,bowling shirt oriental,short green,,35,hypebeast,a-drip,2852,,,,,chrome cross
2853,Milady 2853,sonora,clay,teary,brown,blue ribbon tank,og black,,16,gyaru,normal,2853,,,,cherry necklace,
2854,Milady 2854,clouds,tan,dilated,green,bear sweater,tuft green,,23,prep,normal,2854,snakebites,,,,
2855,Milady 2855,bushland,pink,classic,blue,knit sweater,bowl brown,anime chest tattoo,25,prep,normal,2855,star heart tattoo,,,cherry necklace,
2856,Milady 2856,mountain,pale,dilated,aqua,blue pink shirt,short pink,anime chest tattoo,39,lolita-prep,a-drip,2856,,tennis visor,,,cherry earring
2857,Milady 2857,mountain,pink,crying,aqua,ribbon lolita,og frosted purple,,29,lolita-gyaru,c-drip,2857,,brown cowboy hat,,,
2858,Milady 2858,sunset,pale,dilated,green,goth harajuku,og black,,25,hypebeast-harajuku,normal,2858,,buckethat,,,chain earrings
2859,Milady 2859,bushland,tan,closed,lilac,bowling shirt,bowl green,anime chest tattoo,38,hypebeast,a-drip,2859,,,,lean neck tattoo,
2860,Milady 2860,bushland,clay,dilated,blue,leopard vest,tuft dark,,16,harajuku,normal,2860,,,,,
2861,Milady 2861,bushland,tan,dilated,green,red puffer,og blue,,35,hypebeast,a-drip,2861,,treeprint bucket,,,safety pin piercing
2862,Milady 2862,sunrise,tan,sparkle,blue,zip polo,og black,,38,hypebeast-harajuku,a-drip,2862,nose ring silver,buckethat,,,
2863,Milady 2863,mountain,pale,dilated,gold,sheep pullover,short blue,,27,prep,c-drip,2863,,varsity cap,,,
2864,Milady 2864,mountain,pink,sparkle,blue,blue sweatervest,bowl purple,,43,prep-harajuku,s-drip,2864,,cake hat,round glasses,coral cross necklace,safety pin piercing
2865,Milady 2865,bushland,alien,dilated,blue,maf rothko,tuft dark,spider neck tattoo,48,lolita-hypebeast,ss-drip,2865,,sailor hat,round glasses,,
2866,Milady 2866,sunset,clay,classic,brown,skull sweater,og blue,,28,hypebeast-harajuku,c-drip,2866,,heihei hat,,,
2867,Milady 2867,streets,clay,sparkle,grey,maf creeper,short green,,27,lolita-hypebeast,c-drip,2867,,cat ears with bell,,,
2868,Milady 2868,sunrise,tan,crying,brown,tie dye shirt,bowl black,spider neck tattoo,32,lolita-harajuku,b-drip,2868,milady pilled tattoo,fuzz earmuffs,,,
2869,Milady 2869,sunrise,clay,sleepy,blue,fuzzy coat,tuft dark,,17,prep,normal,2869,,,,,
2870,Milady 2870,mountain,clay,teary,blue,im cute im punk shirt,bowl slate,,27,gyaru,c-drip,2870,,brown cowboy hat,,,dual rings silver
2871,Milady 2871,mountain,pink,heart eyes,blue,bowling shirt oriental,tuft brown,,28,hypebeast,c-drip,2871,,,,smiley bead necklace,
2872,Milady 2872,mountain,pale,dilated,blue,maf rothko,tuft green,,23,hypebeast-gyaru,normal,2872,,trucker white rabbit,,,
2873,Milady 2873,sunrise,pink,sleepy,blue,bosozuku jacket,og frosted purple,,49,hypebeast-harajuku,ss-drip,2873,nose ring silver,treeprint bucket,,mestwood pearl necklace,cross earring
2874,Milady 2874,mountain,pale,teary,blue,meline teddy,og orange,,31,prep-hypebeast,b-drip,2874,,earflap cap,,,
2875,Milady 2875,sunset,pale,classic,blue,bear sweater,tuft purple,castle neck tattoo,27,lolita-prep,c-drip,2875,,pink bow,,,
2876,Milady 2876,clouds,tan,classic,blue,green blazer,og frosted purple,,30,prep,b-drip,2876,teardrops tattoo,,round glasses,,
2877,Milady 2877,mountain,pale,dilated,blue,kogal cardigan,bowl green,,30,prep-gyaru,b-drip,2877,,cross cap pink,,,burger earring
2878,Milady 2878,mountain,clay,sparkle,blue,bear sweater,bowl purple,,18,prep,normal,2878,,,,,
2879,Milady 2879,tennis,tan,sparkle,blue,sailor lolita,bowl blue,,32,lolita,b-drip,2879,nose ring silver,,,,loop chain earring
2880,Milady 2880,mountain,pink,teary,blue,red puffer,bowl black,,22,lolita-hypebeast,normal,2880,,goth headband,,,
2881,Milady 2881,bushland,clay,dilated,green,maf rothko,bowl brown,,23,lolita-hypebeast,normal,2881,,fuzz earmuffs,,,
2882,Milady 2882,mountain,pale,teary,green,blue sweatervest,tuft purple,,22,prep-gyaru,normal,2882,,trucker anime,,,
2883,Milady 2883,yashima,clay,sleepy,brown,pink knit polo,og green,castle neck tattoo,27,prep,c-drip,2883,nose ring silver,,,,
2884,Milady 2884,clouds,pink,closed,blue,skull sweater,,,34,hypebeast-harajuku,b-drip,2884,,strawberry hat,prescription glasses,,
2885,Milady 2885,mountain,pale,sleepy,blue,fur coat,bowl green,,26,lolita,c-drip,2885,,,round glasses,,diamond stud
2886,Milady 2886,sunrise,pink,sleepy,blue,skull sweater,og blue,,39,hypebeast-gyaru,a-drip,2886,face piercings,rhinestone skull cap,,,dual rings silver
2887,Milady 2887,sunset,clay,sleepy,aqua,goth poncho,braid brown,,40,lolita-gyaru,s-drip,2887,face piercings,flower clip,,,flower earring
2888,Milady 2888,clouds,black,closed,aqua,ribbon lolita,braid brown,,36,lolita-gyaru,a-drip,2888,,trucker white rabbit,mottega sunglasses blue,,
2889,Milady 2889,roadside,clay,sparkle,blue,leopard polo,braid purple,,30,gyaru,b-drip,2889,,,,,
2890,Milady 2890,sonora,pale,sparkle,lilac,sheep pullover,tuft purple,,35,prep-hypebeast,a-drip,2890,,alien hat,,,
2891,Milady 2891,sonora,black,classic,green,blue pink shirt,og blonde,,42,lolita,s-drip,2891,,pink bow,,,burger earring
2892,Milady 2892,nagano,pink,classic,lilac,sheep pullover,bowl blue,,33,prep-gyaru,b-drip,2892,,cross cap white,,,flower earring
2893,Milady 2893,sunrise,pale,teary,brown,peter pan collar shirt,bowl green,,19,lolita-prep,normal,2893,,ivy cap,,,
2894,Milady 2894,mountain,pink,classic,leaf,ribbon lolita,og black,,15,lolita,normal,2894,,,,,
2895,Milady 2895,sunset,pink,dilated,blue,jesus tank,tuft purple,spider neck tattoo,38,lolita-gyaru,a-drip,2895,teardrops tattoo,sailor hat,,,cherry earring
2896,Milady 2896,sunrise,pink,teary,brown,peter pan collar shirt,og frosted purple,spider neck tattoo,28,lolita-gyaru,c-drip,2896,,trucker white rabbit,,,
2897,Milady 2897,clouds,clay,teary,brown,cardigan tee,braid green,,36,harajuku-gyaru,a-drip,2897,,trucker white rabbit,round glasses,fliphone lanyard,
2898,Milady 2898,sunset,pink,classic,green,gold spray puffer,tuft dark,,29,hypebeast-gyaru,c-drip,2898,,trucker hat 911,,,
2899,Milady 2899,casino,clay,dilated,blue,pink coat,tuft blue,,35,lolita-gyaru,a-drip,2899,,workin cap,mottega sunglasses yellow,,dual rings silver
2900,Milady 2900,roadside,clay,closed,blue,mwo shirt,og frosted blonde,,34,gyaru,b-drip,2900,,,harajuku glasses,,
2901,Milady 2901,sonora,clay,closed,lilac,jesus tank,bowl purple,,21,gyaru,normal,2901,,,,,
2902,Milady 2902,bushland,pale,teary,lilac,im cute im punk shirt,og green,,25,harajuku-gyaru,normal,2902,,fez,,,
2903,Milady 2903,sunset,clay,sparkle,blue,cardigan tee,bowl blue,,25,harajuku,normal,2903,,,,,bar piercings
2904,Milady 2904,bjork,pale,dilated,blue,blue sweatervest,bowl purple,,30,prep,b-drip,2904,,,,,burger earring
2905,Milady 2905,sunset,pale,sparkle,blue,red puffer,tuft green,,14,hypebeast,normal,2905,star heart tattoo,,,,
2906,Milady 2906,sunset,clay,dilated,aqua,mouse tank,og blue,,32,gyaru,b-drip,2906,temple cross tattoo,brown cowboy hat,,pearl necklace,
2907,Milady 2907,nagano,pink,sparkle,blue,remilia tank,og blonde,,37,gyaru,a-drip,2907,,,larry glasses,coral cross necklace,safety pin piercing
2908,Milady 2908,bushland,pale,dilated,blue,super lover shirt,braid blue,,35,gyaru,a-drip,2908,,trucker hat 911,,,strawberry earring
2909,Milady 2909,clouds,pink,classic,aqua,meedles tracksuit,og orange,anime chest tattoo,26,hypebeast,c-drip,2909,,,,,
2910,Milady 2910,sunrise,pale,classic,green,ulzzang coat,bowl black,,30,prep,b-drip,2910,,orange beret,,,
2911,Milady 2911,sunset,pink,sparkle,brown,tie dye shirt,braid black,,38,harajuku,a-drip,2911,,heihei hat,,,cherry earring
2912,Milady 2912,sunset,pale,teary,brown,kogal cardigan,og orange,,31,prep,b-drip,2912,temple cross tattoo,bean hat,,,double safety pins
2913,Milady 2913,mountain,clay,sparkle,brown,bear sweater,braid blue,,21,prep-gyaru,normal,2913,,denim usa cap,,,
2914,Milady 2914,sonora,clay,sparkle,brown,pink knit polo,og black,,23,prep-hypebeast,normal,2914,,treeprint bucket,,,
2915,Milady 2915,sonora,pale,heart eyes,lilac,blue sweatervest,og black,,24,prep,normal,2915,teardrops tattoo,,sunglasses,,
2916,Milady 2916,sunrise,clay,dilated,blue,skull sweater,og frosted blonde,,31,hypebeast-gyaru,b-drip,2916,,backwards trucker pink,,,strawberry earring
2917,Milady 2917,roadside,pale,teary,brown,skull sweater,braid brown,,31,hypebeast,b-drip,2917,snakebites,,sunglasses,,
2918,Milady 2918,bushland,clay,closed,brown,tennis outfit,tuft purple,,57,prep-harajuku,ss-drip,2918,snakebites,fez,sunglasses,girl necklace,
2919,Milady 2919,clouds,pale,teary,green,mouse tank,bowl brown,,33,prep-gyaru,b-drip,2919,,orange beret,,mestwood pearl necklace,chrome cross
2920,Milady 2920,roadside,pale,teary,brown,tie dye shirt,og frosted purple,,22,harajuku,normal,2920,teardrops tattoo,,,,
2921,Milady 2921,streets,pink,classic,green,blue sweatervest,bowl brown,,29,lolita-prep,c-drip,2921,nose ring silver,goth headband,,mestwood pearl necklace,
2922,Milady 2922,yashima,clay,sleepy,leaf,fur coat,tuft blue,,22,lolita,normal,2922,,,,,
2923,Milady 2923,mountain,tan,teary,aqua,leopard polo,bowl purple,,40,gyaru,s-drip,2923,nose ring silver,,,girl necklace,dual rings silver
2924,Milady 2924,bushland,tan,smug,brown,active dissident shirt,og blue,,28,gyaru,c-drip,2924,,,,,
2925,Milady 2925,mountain,tan,closed,brown,super lover shirt,tuft green,,26,lolita-gyaru,c-drip,2925,,sailor hat,,,
2926,Milady 2926,mountain,pink,teary,blue,red puffer,bowl blue,,28,hypebeast-harajuku,c-drip,2926,,cat earmuffs,,,dual rings gold
2927,Milady 2927,sunset,pink,dilated,brown,bosozuku jacket,short blue,,36,harajuku-gyaru,a-drip,2927,,backwards trucker pink,,,dual rings silver
2928,Milady 2928,sunset,clay,teary,blue,mouse tank,og blue,,29,lolita-gyaru,c-drip,2928,,sailor hat,,coral cross necklace,cross earring
2929,Milady 2929,bushland,pink,dilated,green,special people shirt,og green,,18,gyaru,normal,2929,,,,,
2930,Milady 2930,bushland,tan,teary,brown,mape hoodie,short blue,,29,prep-hypebeast,c-drip,2930,,varsity cap,,,
2931,Milady 2931,mountain,pale,dilated,blue,blue sweatervest,tuft dark,,12,prep,normal,2931,,,,,
2932,Milady 2932,yashima,black,smug,brown,super lover shirt,bowl slate,,40,gyaru,s-drip,2932,,rhinestone skull cap,,,
2933,Milady 2933,mountain,pale,dilated,blue,cardigan tee,bowl purple,,32,harajuku-gyaru,b-drip,2933,temple cross tattoo,brown cowboy hat,,,
2934,Milady 2934,tennis,pink,sparkle,lilac,mouse tank,bowl purple,,44,gyaru,s-drip,2934,,rhinestone skull cap,,coral cross necklace,dual rings silver
2935,Milady 2935,yashima,pale,dilated,brown,cardigan tee,tuft dark,spider neck tattoo,31,lolita-harajuku,b-drip,2935,,fuzz earmuffs,round glasses,coral cross necklace,
2936,Milady 2936,sunset,clay,crying,green,western jacket,bowl blue,,27,lolita-hypebeast,c-drip,2936,,fuzz earmuffs,,,double safety pins
2937,Milady 2937,sunset,pink,sparkle,aqua,blue sweatervest,short blonde,,25,prep-gyaru,normal,2937,,trucker im so,,lean neck tattoo,
2938,Milady 2938,tennis,alien,crying,green,sheep pullover,short orange,,52,prep-harajuku,ss-drip,2938,,kossphones,,,loop chain earring
2939,Milady 2939,casino,clay,classic,blue,kogal cardigan,short orange,,25,prep,normal,2939,crescent tattoo,,,,
2940,Milady 2940,streets,clay,classic,blue,special people shirt,og frosted blonde,spider neck tattoo,43,gyaru,s-drip,2940,crescent tattoo,trucker oasis,sunglasses,,
2941,Milady 2941,sunrise,clay,sparkle,green,maf rothko,bowl brown,,32,hypebeast,b-drip,2941,,,mottega sunglasses yellow,,bar piercings
2942,Milady 2942,sunrise,black,closed,blue,western jacket,braid green,,53,hypebeast-harajuku,ss-drip,2942,teardrops tattoo,cat earmuffs,mottega sunglasses blue,,flower earring
2943,Milady 2943,roadside,tan,dilated,aqua,bosozuku jacket,short blonde,,45,harajuku-gyaru,ss-drip,2943,teardrops tattoo,brown cowboy hat,,,cross earring
2944,Milady 2944,mountain,pale,sleepy,blue,bear sweater,og blue,,19,prep-gyaru,normal,2944,,trucker anime,,,
2945,Milady 2945,streets,pale,closed,aqua,sweater and tie,bowl green,,23,lolita-prep,normal,2945,,fuzz earmuffs,,,
2946,Milady 2946,sunrise,pink,closed,green,fur coat,tuft dark,,41,lolita,s-drip,2946,,bear hat,sunglasses,,loop chain earring
2947,Milady 2947,harajuku,pink,teary,green,western jacket,bowl black,,26,hypebeast-gyaru,c-drip,2947,,trucker white rabbit,,,
2948,Milady 2948,sunrise,pale,dilated,blue,goth poncho,og orange,,22,lolita,normal,2948,teardrops tattoo,,,,
2949,Milady 2949,nagano,black,sparkle,aqua,sweater and tie,og frosted purple,,33,prep,b-drip,2949,,,,,
2950,Milady 2950,sunrise,pale,dilated,blue,red puffer,short blue,,15,hypebeast,normal,2950,,,,,
2951,Milady 2951,yashima,pink,teary,aqua,fur coat,braid black,,33,lolita,b-drip,2951,,blue pink bow,,,
2952,Milady 2952,casino,clay,dilated,green,goth harajuku,braid blue,,38,harajuku-gyaru,a-drip,2952,,rhinestone skull cap,mottega sunglasses blue,,
2953,Milady 2953,sunrise,pale,dilated,green,mouse tank,bowl blue,,21,gyaru,normal,2953,black hearts tattoo,,,,
2954,Milady 2954,casino,tan,teary,green,peter pan collar shirt,og blonde,,33,lolita,b-drip,2954,teardrops tattoo,goth headband,,,
2955,Milady 2955,sunrise,clay,sparkle,blue,peter pan collar shirt,og orange,,19,lolita-gyaru,normal,2955,face piercings,trucker anime,,,
2956,Milady 2956,mountain,clay,closed,brown,fur coat,braid blue,,33,lolita-prep,b-drip,2956,,orange beret,,,
2957,Milady 2957,casino,pink,classic,brown,black blazer,braid blue,,31,prep-hypebeast,b-drip,2957,,miteryx beanie,,,
2958,Milady 2958,clouds,tan,classic,green,zip polo,og orange,,48,harajuku,ss-drip,2958,,cat earmuffs,mottega sunglasses yellow,,
2959,Milady 2959,mountain,clay,sparkle,blue,cactus shirt,braid green,,36,lolita-gyaru,a-drip,2959,teardrops tattoo,bear hat,sunglasses,,
2960,Milady 2960,mountain,tan,sparkle,blue,blue pink shirt,bowl blue,,24,lolita,normal,2960,,,round glasses,,
2961,Milady 2961,sunset,pale,sparkle,green,western jacket,bowl brown,,16,hypebeast,normal,2961,,,,,
2962,Milady 2962,sunset,clay,sparkle,brown,skull sweater,bowl purple,,39,lolita-hypebeast,a-drip,2962,nose ring gold,cat ears with bell,cobain glasses,,
2963,Milady 2963,sunset,black,teary,blue,red puffer,bowl brown,,28,hypebeast,c-drip,2963,black hearts tattoo,,,,
2964,Milady 2964,train,pink,sleepy,brown,tennis outfit,tuft brown,,51,prep-gyaru,ss-drip,2964,face piercings,brown cowboy hat,,,cherry earring
2965,Milady 2965,sunrise,pale,dilated,green,ribbon lolita,bowl green,,29,lolita,c-drip,2965,,cat ears with bell,,,strawberry earring
2966,Milady 2966,casino,pale,classic,green,remilia tank,braid green,,31,gyaru,b-drip,2966,,,,cherry necklace,flower earring
2967,Milady 2967,mountain,clay,dilated,blue,blue pink shirt,braid black,,23,lolita-prep,normal,2967,teardrops tattoo,ivy cap,,,
2968,Milady 2968,bushland,pink,classic,brown,football shirt,tuft dark,lean neck tattoo,44,hypebeast,s-drip,2968,snakebites,meedles headband,,,
2969,Milady 2969,bushland,tan,closed,brown,maf rothko,tuft brown,,33,hypebeast,b-drip,2969,nose ring silver,,,,loop chain earring
2970,Milady 2970,clouds,pale,classic,green,skull sweater,bowl green,,23,hypebeast-gyaru,normal,2970,,flower clip,,,
2971,Milady 2971,mountain,clay,sleepy,brown,black blazer,bowl brown,,33,prep-harajuku,b-drip,2971,nose ring silver,kossphones,harajuku glasses,,
2972,Milady 2972,nagano,pink,closed,green,green blazer,short orange,,52,prep-gyaru,ss-drip,2972,black hearts tattoo,trucker construction,moakleys,,strawberry earring
2973,Milady 2973,bushland,tan,dilated,blue,ulzzang coat,tuft green,,31,prep-hypebeast,b-drip,2973,,meedles headband,,,loop chain earring
2974,Milady 2974,roadside,pale,crying,brown,green blazer,tuft blue,,24,lolita-prep,normal,2974,,bear hat,,,
2975,Milady 2975,tennis,pink,classic,brown,jesus tank,braid brown,castle neck tattoo,40,gyaru,s-drip,2975,,denim fish cap,,evil eye necklace,
2976,Milady 2976,mountain,pale,smug,green,fur coat,bowl black,,22,lolita,normal,2976,,,,,dual rings gold
2977,Milady 2977,mountain,clay,sparkle,blue,peter pan collar shirt,tuft brown,,18,lolita-gyaru,normal,2977,,workin cap,,,
2978,Milady 2978,sonora,pale,sparkle,brown,mouse tank,tuft brown,,20,gyaru,normal,2978,nose ring silver,,,pearl necklace,double safety pins
2979,Milady 2979,sunset,tan,classic,green,cardigan tee,og blue,,29,harajuku,c-drip,2979,,,,lean neck tattoo,
2980,Milady 2980,mountain,pink,sparkle,brown,bosozuku jacket,bowl slate,,33,harajuku,b-drip,2980,,,sunglasses,,
2981,Milady 2981,roadside,black,dilated,green,pink knit polo,short blue,,42,prep,s-drip,2981,nose ring gold,varsity cap,,,dual rings silver
2982,Milady 2982,sunrise,clay,sparkle,green,fuzzy coat,og frosted blonde,anime chest tattoo,40,prep-harajuku,s-drip,2982,,cake hat,,,
2983,Milady 2983,train,pale,sleepy,green,green blazer,bowl green,,24,lolita-prep,normal,2983,star heart tattoo,pink bow,,,
2984,Milady 2984,sunset,clay,dilated,aqua,red puffer,tuft brown,,24,lolita-hypebeast,normal,2984,,sailor hat,mottega sunglasses yellow,,
2985,Milady 2985,mountain,clay,classic,brown,mwo shirt,short blue,,25,lolita-gyaru,normal,2985,,blue pink bow,round glasses,,
2986,Milady 2986,mountain,clay,classic,green,maf creeper,og green,,34,prep-hypebeast,b-drip,2986,,spotted fur hat,,,chain earrings
2987,Milady 2987,nagano,clay,classic,leaf,tie dye shirt,bowl blue,,20,harajuku-gyaru,normal,2987,,trucker oasis,,,
2988,Milady 2988,sunset,pale,closed,green,pink knit polo,og blonde,,39,prep-harajuku,a-drip,2988,,heihei hat,moakleys,,
2989,Milady 2989,nagano,clay,sparkle,green,meedles tracksuit,bowl blue,,21,hypebeast,normal,2989,,,,,
2990,Milady 2990,sunset,pale,dilated,blue,leopard polo,og orange,,36,gyaru,a-drip,2990,,,cobain glasses,lean neck tattoo,dual rings silver
2991,Milady 2991,clouds,pink,closed,green,red puffer,tuft purple,,33,hypebeast-gyaru,b-drip,2991,,cross cap pink,,,
2992,Milady 2992,sunset,clay,dilated,blue,gold spray puffer,bowl black,,40,hypebeast,s-drip,2992,,meedles headband,sunglasses,,dual rings gold
2993,Milady 2993,roadside,pink,sleepy,blue,bosozuku jacket,braid black,anime chest tattoo,41,harajuku-gyaru,s-drip,2993,,denim usa cap,,,
2994,Milady 2994,bushland,pink,sleepy,green,cardigan tee,og blonde,,34,hypebeast-harajuku,b-drip,2994,teardrops tattoo,treeprint bucket,,evil eye necklace,
2995,Milady 2995,bushland,tan,sleepy,green,im cute im punk shirt,braid blue,,35,gyaru,a-drip,2995,temple cross tattoo,,mottega sunglasses blue,,
2996,Milady 2996,sunrise,clay,teary,blue,red puffer,og blue,,16,hypebeast,normal,2996,,,,,
2997,Milady 2997,tennis,pink,classic,brown,red puffer,og blonde,,20,hypebeast,normal,2997,,,round glasses,,
2998,Milady 2998,bushland,pink,classic,lilac,tennis outfit,tuft purple,,37,prep,a-drip,2998,,,,,
2999,Milady 2999,sunrise,pink,sparkle,green,gold spray puffer,og frosted purple,,46,lolita-hypebeast,ss-drip,2999,nose ring gold,bear hat,,,burger earring
3000,Milady 3000,nagano,pale,classic,blue,pink coat,braid green,,41,lolita-gyaru,s-drip,3000,nose ring gold,denim fish cap,,,burger earring
3001,Milady 3001,sunrise,pale,sleepy,blue,maid,og black,,17,lolita,normal,3001,,,,,
3002,Milady 3002,bushland,clay,sleepy,blue,tie dye shirt,bowl green,,13,harajuku,normal,3002,,,,,
3003,Milady 3003,casino,pale,classic,blue,blue sweatervest,tuft dark,,13,prep,normal,3003,,,,,
3004,Milady 3004,sonora,pale,teary,brown,kogal cardigan,bowl harajuku dye,,26,prep,c-drip,3004,,,,,
3005,Milady 3005,sunrise,pink,sleepy,leaf,leopard polo,tuft green,,43,gyaru,s-drip,3005,,brown cowboy hat,,pearl necklace,chrome cross
3006,Milady 3006,bushland,pink,sparkle,green,special people shirt,bowl green,,30,harajuku-gyaru,b-drip,3006,crescent tattoo,bear ears,,,diamond stud
3007,Milady 3007,sonora,black,teary,brown,knit sweater,braid black,,42,prep,s-drip,3007,black hearts tattoo,beret,,silver coin necklace,
3008,Milady 3008,sunset,pink,crying,lilac,hikki condition shirt,bowl blue,anime chest tattoo,41,lolita-gyaru,s-drip,3008,star heart tattoo,fuzz earmuffs,mottega sunglasses yellow,,
3009,Milady 3009,clouds,pink,teary,lilac,fur coat,tuft blue,,28,lolita,c-drip,3009,temple cross tattoo,,,,
3010,Milady 3010,sunset,pale,classic,brown,jesus tank,tuft green,,24,gyaru,normal,3010,temple cross tattoo,,,girl necklace,bar piercings
3011,Milady 3011,train,tan,sparkle,lilac,skull sweater,short orange,,40,hypebeast-gyaru,s-drip,3011,,denim usa cap,sunglasses,,
3012,Milady 3012,streets,pale,teary,brown,jesus tank,og frosted blonde,,33,harajuku-gyaru,b-drip,3012,black hearts tattoo,cat earmuffs,,,
3013,Milady 3013,roadside,pink,sparkle,blue,fur coat,bowl slate,lean neck tattoo,26,lolita,c-drip,3013,,,,,
3014,Milady 3014,yashima,pale,classic,blue,blue sweatervest,short green,anime chest tattoo,44,prep,s-drip,3014,,spotted fur hat,,milady beads,
3015,Milady 3015,sonora,tan,dilated,blue,ribbon lolita,tuft brown,,35,lolita,a-drip,3015,star heart tattoo,goth headband,,,safety pin piercing
3016,Milady 3016,sunrise,pale,sleepy,green,special people shirt,braid purple,,28,harajuku-gyaru,c-drip,3016,,bandana,,,
3017,Milady 3017,sonora,pale,classic,green,meline teddy,short green,,36,prep-hypebeast,a-drip,3017,nose ring silver,beret,,,dual rings gold
3018,Milady 3018,roadside,pale,sparkle,green,leopard vest,og frosted blonde,,23,harajuku,normal,3018,,,,,
3019,Milady 3019,sonora,tan,sparkle,green,sheep pullover,braid blue,,31,prep,b-drip,3019,star heart tattoo,,,,
3020,Milady 3020,sunrise,pale,teary,green,sweater and tie,og frosted purple,,26,prep-gyaru,c-drip,3020,,shy saints cap,,,
3021,Milady 3021,sonora,pink,closed,green,active dissident shirt,og orange,,38,gyaru,a-drip,3021,star heart tattoo,rhinestone skull cap,,,
3022,Milady 3022,sunset,black,crying,brown,fuzzy coat,bowl slate,,38,prep,a-drip,3022,star heart tattoo,,cobain glasses,,
3023,Milady 3023,bjork,pink,spiral,green,skull sweater,og blue,,33,hypebeast,b-drip,3023,face piercings,,,,
3024,Milady 3024,casino,pale,classic,lilac,remilia tank,bowl slate,,27,lolita-gyaru,c-drip,3024,,goth headband,,coral cross necklace,
3025,Milady 3025,roadside,tan,smug,brown,pink knit polo,tuft dark,spider neck tattoo,29,prep,c-drip,3025,,,,,
3026,Milady 3026,xp,pale,sparkle,aqua,ulzzang coat,og black,,19,prep,normal,3026,,,,,
3027,Milady 3027,sunrise,pink,dilated,lilac,bosozuku jacket,bowl black,,42,hypebeast-harajuku,s-drip,3027,nose ring gold,treeprint bucket,,milady beads,chain earrings
3028,Milady 3028,mountain,clay,classic,green,blue sweatervest,tuft dark,,21,prep-gyaru,normal,3028,face piercings,trucker construction,,girl necklace,
3029,Milady 3029,sunrise,pale,sleepy,brown,kogal cardigan,braid blue,,28,prep-gyaru,c-drip,3029,,trucker oasis,,,flower earring
3030,Milady 3030,clouds,black,dilated,green,maid,tuft dark,anime chest tattoo,35,lolita,a-drip,3030,,,,,double safety pins
3031,Milady 3031,sunrise,clay,dilated,blue,blue sweatervest,braid blue,,29,lolita-prep,c-drip,3031,,maid hat,,cherry necklace,flower earring
3032,Milady 3032,sunset,tan,classic,green,knit sweater,og frosted blonde,,28,prep,c-drip,3032,nose ring silver,,,smiley bead necklace,
3033,Milady 3033,bushland,pale,classic,green,black blazer,og orange,spider neck tattoo,31,prep-gyaru,b-drip,3033,temple cross tattoo,cross cap pink,,,cross earring
3034,Milady 3034,yashima,pale,sparkle,blue,cardigan tee,tuft dark,,23,harajuku,normal,3034,,,prescription glasses,girl necklace,
3035,Milady 3035,mountain,clay,classic,brown,leopard vest,short blonde,,28,lolita-harajuku,c-drip,3035,,pink bonnet,mottega sunglasses blue,,
3036,Milady 3036,sunset,pale,sparkle,blue,special people shirt,short blue,,24,gyaru,normal,3036,,,,,burger earring
3037,Milady 3037,bushland,black,closed,blue,sailor lolita,short blonde,,33,lolita-gyaru,b-drip,3037,,trucker oasis,,,
3038,Milady 3038,casino,clay,smug,green,tennis outfit,og frosted blonde,,50,prep,ss-drip,3038,,plaid bonnet,,coral cross necklace,
3039,Milady 3039,streets,pale,dilated,brown,cactus shirt,tuft purple,,24,gyaru,normal,3039,,,,,
3040,Milady 3040,roadside,tan,sleepy,brown,cactus shirt,tuft blue,,44,gyaru,s-drip,3040,,flower clip,prescription glasses,,dual rings gold
3041,Milady 3041,mountain,pink,sparkle,blue,fleece paisley jacket,bowl slate,,27,hypebeast,c-drip,3041,,,,,
3042,Milady 3042,streets,alien,classic,brown,cardigan tee,tuft purple,,40,harajuku,s-drip,3042,,,,,
3043,Milady 3043,clouds,pale,dilated,brown,red puffer,braid purple,,31,hypebeast-gyaru,b-drip,3043,,rhinestone skull cap,,,
